areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000004,East Midlands,region,02/03/2022,2551,12,372,979
E12000004,East Midlands,region,01/03/2022,2547,7,308,846
E12000004,East Midlands,region,28/02/2022,2535,4,357,1084
E12000004,East Midlands,region,27/02/2022,1751,11,287,823
E12000004,East Midlands,region,26/02/2022,1334,11,556,1382
E12000004,East Midlands,region,25/02/2022,1495,11,485,1510
E12000004,East Midlands,region,24/02/2022,1658,9,425,1282
E12000004,East Midlands,region,23/02/2022,2121,14,551,1427
E12000004,East Midlands,region,22/02/2022,2122,13,612,1901
E12000004,East Midlands,region,21/02/2022,2736,18,450,1370
E12000004,East Midlands,region,20/02/2022,2412,10,347,839
E12000004,East Midlands,region,19/02/2022,2076,18,568,1415
E12000004,East Midlands,region,18/02/2022,2368,13,425,991
E12000004,East Midlands,region,17/02/2022,2694,16,441,1001
E12000004,East Midlands,region,16/02/2022,2989,14,623,1437
E12000004,East Midlands,region,15/02/2022,3001,8,514,1114
E12000004,East Midlands,region,14/02/2022,3223,17,500,1286
E12000004,East Midlands,region,13/02/2022,2487,10,402,991
E12000004,East Midlands,region,12/02/2022,2335,21,857,1919
E12000004,East Midlands,region,11/02/2022,2704,16,758,1992
E12000004,East Midlands,region,10/02/2022,3320,17,762,1819
E12000004,East Midlands,region,09/02/2022,4090,16,586,1568
E12000004,East Midlands,region,08/02/2022,4510,13,714,2423
E12000004,East Midlands,region,07/02/2022,5122,10,692,2164
E12000004,East Midlands,region,06/02/2022,4152,11,451,1145
E12000004,East Midlands,region,05/02/2022,3418,20,737,1907
E12000004,East Midlands,region,04/02/2022,4275,24,888,2113
E12000004,East Midlands,region,03/02/2022,5181,22,770,2306
E12000004,East Midlands,region,02/02/2022,6212,26,871,2223
E12000004,East Midlands,region,01/02/2022,6396,22,800,2082
E12000004,East Midlands,region,31/01/2022,7580,24,781,1883
E12000004,East Midlands,region,30/01/2022,6354,22,757,1692
E12000004,East Midlands,region,29/01/2022,5371,14,1120,2315
E12000004,East Midlands,region,28/01/2022,6125,21,1265,2636
E12000004,East Midlands,region,27/01/2022,6878,28,1072,2619
E12000004,East Midlands,region,26/01/2022,7994,23,991,2652
E12000004,East Midlands,region,25/01/2022,7945,20,949,2210
E12000004,East Midlands,region,24/01/2022,9286,19,869,2067
E12000004,East Midlands,region,23/01/2022,7652,22,786,1835
E12000004,East Midlands,region,22/01/2022,5739,25,1159,2664
E12000004,East Midlands,region,21/01/2022,6627,25,1295,2462
E12000004,East Midlands,region,20/01/2022,7268,17,1070,2195
E12000004,East Midlands,region,19/01/2022,8144,17,1258,2231
E12000004,East Midlands,region,18/01/2022,8857,26,1379,2390
E12000004,East Midlands,region,17/01/2022,9695,19,1111,1965
E12000004,East Midlands,region,16/01/2022,7093,22,1042,1672
E12000004,East Midlands,region,15/01/2022,5568,19,1830,2960
E12000004,East Midlands,region,14/01/2022,6342,21,1331,1775
E12000004,East Midlands,region,13/01/2022,6936,20,1253,1982
E12000004,East Midlands,region,12/01/2022,7362,19,1462,2004
E12000004,East Midlands,region,11/01/2022,8447,30,1337,1870
E12000004,East Midlands,region,10/01/2022,9917,24,1200,1898
E12000004,East Midlands,region,09/01/2022,6930,16,1633,2333
E12000004,East Midlands,region,08/01/2022,6688,21,2357,3712
E12000004,East Midlands,region,07/01/2022,8671,19,1683,2289
E12000004,East Midlands,region,06/01/2022,12618,20,1511,2190
E12000004,East Midlands,region,05/01/2022,15241,19,1958,2746
E12000004,East Midlands,region,04/01/2022,20048,19,1468,2712
E12000004,East Midlands,region,03/01/2022,16470,11,1344,1853
E12000004,East Midlands,region,02/01/2022,12755,11,1142,1682
E12000004,East Midlands,region,01/01/2022,8630,15,109,122
E12000004,East Midlands,region,31/12/2021,13108,15,1048,1446
E12000004,East Midlands,region,30/12/2021,16981,15,2356,3017
E12000004,East Midlands,region,29/12/2021,19802,7,2451,3274
E12000004,East Midlands,region,28/12/2021,15141,19,1855,2391
E12000004,East Midlands,region,27/12/2021,13186,13,1493,1805
E12000004,East Midlands,region,26/12/2021,8125,14,168,243
E12000004,East Midlands,region,25/12/2021,4969,6,57,31
E12000004,East Midlands,region,24/12/2021,9219,10,723,947
E12000004,East Midlands,region,23/12/2021,10692,13,2187,2860
E12000004,East Midlands,region,22/12/2021,10437,11,2734,3668
E12000004,East Midlands,region,21/12/2021,9728,10,2644,4073
E12000004,East Midlands,region,20/12/2021,8332,9,2759,3521
E12000004,East Midlands,region,19/12/2021,5614,7,2523,3267
E12000004,East Midlands,region,18/12/2021,5386,16,2303,3373
E12000004,East Midlands,region,17/12/2021,5857,15,1988,2984
E12000004,East Midlands,region,16/12/2021,6596,7,1856,2791
E12000004,East Midlands,region,15/12/2021,7246,7,1670,2613
E12000004,East Midlands,region,14/12/2021,6166,10,1464,2570
E12000004,East Midlands,region,13/12/2021,5479,11,1416,2181
E12000004,East Midlands,region,12/12/2021,3488,15,1932,2962
E12000004,East Midlands,region,11/12/2021,3342,11,1681,3138
E12000004,East Midlands,region,10/12/2021,3545,11,1267,2414
E12000004,East Midlands,region,09/12/2021,3929,7,1210,2314
E12000004,East Midlands,region,08/12/2021,4085,9,1266,2014
E12000004,East Midlands,region,07/12/2021,3925,9,1148,1923
E12000004,East Midlands,region,06/12/2021,4254,16,1203,1801
E12000004,East Midlands,region,05/12/2021,3099,9,1509,3016
E12000004,East Midlands,region,04/12/2021,3021,6,1694,2970
E12000004,East Midlands,region,03/12/2021,3415,14,1118,2360
E12000004,East Midlands,region,02/12/2021,3916,15,1269,2064
E12000004,East Midlands,region,01/12/2021,4123,11,1287,2347
E12000004,East Midlands,region,30/11/2021,4058,11,1747,2457
E12000004,East Midlands,region,29/11/2021,4059,19,2090,2108
E12000004,East Midlands,region,28/11/2021,2881,11,1408,2741
E12000004,East Midlands,region,27/11/2021,2473,8,1523,2845
E12000004,East Midlands,region,26/11/2021,2854,14,1411,1851
E12000004,East Midlands,region,25/11/2021,3203,11,2241,1457
E12000004,East Midlands,region,24/11/2021,3487,8,2027,1712
E12000004,East Midlands,region,23/11/2021,3641,18,1302,1338
E12000004,East Midlands,region,22/11/2021,3822,6,1593,1100
E12000004,East Midlands,region,21/11/2021,2814,8,1098,1160
E12000004,East Midlands,region,20/11/2021,2607,10,1970,1823
E12000004,East Midlands,region,19/11/2021,2994,11,1649,1332
E12000004,East Midlands,region,18/11/2021,3302,18,2314,1167
E12000004,East Midlands,region,17/11/2021,3433,14,2051,1395
E12000004,East Midlands,region,16/11/2021,3599,13,2533,1366
E12000004,East Midlands,region,15/11/2021,3741,20,2952,1018
E12000004,East Midlands,region,14/11/2021,2674,9,1941,1313
E12000004,East Midlands,region,13/11/2021,2418,8,2259,1787
E12000004,East Midlands,region,12/11/2021,2939,13,3015,1486
E12000004,East Midlands,region,11/11/2021,3063,9,3259,1279
E12000004,East Midlands,region,10/11/2021,3308,10,2689,1514
E12000004,East Midlands,region,09/11/2021,3401,9,3163,1409
E12000004,East Midlands,region,08/11/2021,3433,17,3305,1270
E12000004,East Midlands,region,07/11/2021,2408,14,1607,1077
E12000004,East Midlands,region,06/11/2021,2085,10,2317,1850
E12000004,East Midlands,region,05/11/2021,2235,10,2687,1228
E12000004,East Midlands,region,04/11/2021,2440,9,3307,1062
E12000004,East Midlands,region,03/11/2021,2561,10,3371,1140
E12000004,East Midlands,region,02/11/2021,2659,10,3384,1387
E12000004,East Midlands,region,01/11/2021,3257,16,3159,1220
E12000004,East Midlands,region,31/10/2021,2417,18,2378,1204
E12000004,East Midlands,region,30/10/2021,2318,8,2074,2090
E12000004,East Midlands,region,29/10/2021,2794,10,2278,1481
E12000004,East Midlands,region,28/10/2021,2954,14,2529,1269
E12000004,East Midlands,region,27/10/2021,3076,15,2453,1359
E12000004,East Midlands,region,26/10/2021,3108,10,2161,1236
E12000004,East Midlands,region,25/10/2021,3777,10,1579,1346
E12000004,East Midlands,region,24/10/2021,2782,12,1043,1691
E12000004,East Midlands,region,23/10/2021,2825,15,1866,2437
E12000004,East Midlands,region,22/10/2021,2857,6,2375,1542
E12000004,East Midlands,region,21/10/2021,3237,6,2754,1873
E12000004,East Midlands,region,20/10/2021,3618,16,2849,1616
E12000004,East Midlands,region,19/10/2021,3589,13,2099,1480
E12000004,East Midlands,region,18/10/2021,3990,11,2308,1366
E12000004,East Midlands,region,17/10/2021,3086,11,676,1590
E12000004,East Midlands,region,16/10/2021,2583,7,1136,2615
E12000004,East Midlands,region,15/10/2021,3157,8,3065,1726
E12000004,East Midlands,region,14/10/2021,3652,11,3086,1560
E12000004,East Midlands,region,13/10/2021,3908,12,3632,1973
E12000004,East Midlands,region,12/10/2021,4013,14,3571,1817
E12000004,East Midlands,region,11/10/2021,4607,12,2947,1759
E12000004,East Midlands,region,10/10/2021,3313,6,926,1657
E12000004,East Midlands,region,09/10/2021,2992,7,1647,2946
E12000004,East Midlands,region,08/10/2021,3328,10,3619,1925
E12000004,East Midlands,region,07/10/2021,3524,10,3327,1673
E12000004,East Midlands,region,06/10/2021,3693,6,3904,1722
E12000004,East Midlands,region,05/10/2021,3720,10,3941,1855
E12000004,East Midlands,region,04/10/2021,4100,9,3332,1591
E12000004,East Midlands,region,03/10/2021,3173,7,920,1744
E12000004,East Midlands,region,02/10/2021,2459,7,1305,2793
E12000004,East Midlands,region,01/10/2021,2879,12,3276,2055
E12000004,East Midlands,region,30/09/2021,3093,8,3188,1895
E12000004,East Midlands,region,29/09/2021,3302,10,2279,2286
E12000004,East Midlands,region,28/09/2021,3560,10,2923,2225
E12000004,East Midlands,region,27/09/2021,3875,6,2528,2332
E12000004,East Midlands,region,26/09/2021,2640,12,754,2334
E12000004,East Midlands,region,25/09/2021,2564,9,1524,4060
E12000004,East Midlands,region,24/09/2021,2929,11,2680,2655
E12000004,East Midlands,region,23/09/2021,3209,8,2319,2721
E12000004,East Midlands,region,22/09/2021,3428,15,2169,2785
E12000004,East Midlands,region,21/09/2021,3737,9,1108,2904
E12000004,East Midlands,region,20/09/2021,3831,20,967,2921
E12000004,East Midlands,region,19/09/2021,2840,8,903,3107
E12000004,East Midlands,region,18/09/2021,2238,5,1741,6137
E12000004,East Midlands,region,17/09/2021,2325,12,1045,3752
E12000004,East Midlands,region,16/09/2021,2414,10,1166,3924
E12000004,East Midlands,region,15/09/2021,2429,6,1242,4298
E12000004,East Midlands,region,14/09/2021,2488,13,1262,3784
E12000004,East Midlands,region,13/09/2021,2836,3,1197,4490
E12000004,East Midlands,region,12/09/2021,2108,16,1117,4737
E12000004,East Midlands,region,11/09/2021,1768,7,1572,6214
E12000004,East Midlands,region,10/09/2021,2132,11,1684,5687
E12000004,East Midlands,region,09/09/2021,2561,17,1555,5749
E12000004,East Midlands,region,08/09/2021,2685,10,1270,5270
E12000004,East Midlands,region,07/09/2021,2978,12,1545,5323
E12000004,East Midlands,region,06/09/2021,3469,12,1478,5425
E12000004,East Midlands,region,05/09/2021,2410,14,1617,5349
E12000004,East Midlands,region,04/09/2021,2316,14,2849,8644
E12000004,East Midlands,region,03/09/2021,2719,8,2916,6470
E12000004,East Midlands,region,02/09/2021,2836,10,2633,7202
E12000004,East Midlands,region,01/09/2021,3040,8,2367,8193
E12000004,East Midlands,region,31/08/2021,3308,10,2587,8321
E12000004,East Midlands,region,30/08/2021,2470,11,1455,4719
E12000004,East Midlands,region,29/08/2021,1927,16,2029,6992
E12000004,East Midlands,region,28/08/2021,1899,13,3660,9749
E12000004,East Midlands,region,27/08/2021,2425,5,2824,8936
E12000004,East Midlands,region,26/08/2021,2635,12,3801,8830
E12000004,East Midlands,region,25/08/2021,2822,8,3921,9954
E12000004,East Midlands,region,24/08/2021,2759,10,4726,11260
E12000004,East Midlands,region,23/08/2021,3081,4,3292,9237
E12000004,East Midlands,region,22/08/2021,2327,16,2838,9594
E12000004,East Midlands,region,21/08/2021,2345,8,5706,16152
E12000004,East Midlands,region,20/08/2021,2384,8,4609,11779
E12000004,East Midlands,region,19/08/2021,2612,8,3563,11549
E12000004,East Midlands,region,18/08/2021,2875,9,3074,11293
E12000004,East Midlands,region,17/08/2021,2802,9,3025,10995
E12000004,East Midlands,region,16/08/2021,3050,10,2229,8644
E12000004,East Midlands,region,15/08/2021,2131,6,3346,11829
E12000004,East Midlands,region,14/08/2021,2118,9,4327,18427
E12000004,East Midlands,region,13/08/2021,2301,8,2311,11494
E12000004,East Midlands,region,12/08/2021,2766,8,2666,13153
E12000004,East Midlands,region,11/08/2021,2722,6,2493,11022
E12000004,East Midlands,region,10/08/2021,2642,6,1847,10206
E12000004,East Midlands,region,09/08/2021,2783,5,1450,9118
E12000004,East Midlands,region,08/08/2021,1969,3,2391,10391
E12000004,East Midlands,region,07/08/2021,1923,7,3263,16151
E12000004,East Midlands,region,06/08/2021,2445,8,1962,11253
E12000004,East Midlands,region,05/08/2021,2740,10,1767,9374
E12000004,East Midlands,region,04/08/2021,2850,5,2144,11720
E12000004,East Midlands,region,03/08/2021,2666,5,1835,7365
E12000004,East Midlands,region,02/08/2021,2544,3,1678,5293
E12000004,East Midlands,region,01/08/2021,1782,8,1772,8282
E12000004,East Midlands,region,31/07/2021,1857,6,2959,16955
E12000004,East Midlands,region,30/07/2021,2109,8,2093,9286
E12000004,East Midlands,region,29/07/2021,2386,2,1839,7613
E12000004,East Midlands,region,28/07/2021,2628,5,2423,9782
E12000004,East Midlands,region,27/07/2021,2450,5,2154,9134
E12000004,East Midlands,region,26/07/2021,2375,3,1828,8188
E12000004,East Midlands,region,25/07/2021,1720,5,1816,9173
E12000004,East Midlands,region,24/07/2021,1705,4,3321,15268
E12000004,East Midlands,region,23/07/2021,1989,6,2792,11217
E12000004,East Midlands,region,22/07/2021,2267,6,2438,12079
E12000004,East Midlands,region,21/07/2021,2618,3,2588,11185
E12000004,East Midlands,region,20/07/2021,2890,3,2311,9828
E12000004,East Midlands,region,19/07/2021,3702,3,2079,7427
E12000004,East Midlands,region,18/07/2021,2736,5,2417,11085
E12000004,East Midlands,region,17/07/2021,2921,5,4444,14253
E12000004,East Midlands,region,16/07/2021,4181,0,3068,11021
E12000004,East Midlands,region,15/07/2021,4517,2,3089,11199
E12000004,East Midlands,region,14/07/2021,4044,2,2977,8905
E12000004,East Midlands,region,13/07/2021,3496,4,2875,11154
E12000004,East Midlands,region,12/07/2021,3406,2,2532,5730
E12000004,East Midlands,region,11/07/2021,2172,0,3334,6915
E12000004,East Midlands,region,10/07/2021,2023,1,5805,14713
E12000004,East Midlands,region,09/07/2021,2262,2,4220,10077
E12000004,East Midlands,region,08/07/2021,2300,0,5106,10038
E12000004,East Midlands,region,07/07/2021,2515,3,5338,8744
E12000004,East Midlands,region,06/07/2021,2411,1,4125,5835
E12000004,East Midlands,region,05/07/2021,2331,1,3968,5175
E12000004,East Midlands,region,04/07/2021,1678,5,5029,9297
E12000004,East Midlands,region,03/07/2021,1478,2,9888,12929
E12000004,East Midlands,region,02/07/2021,1611,4,6007,10036
E12000004,East Midlands,region,01/07/2021,1698,1,6975,10738
E12000004,East Midlands,region,30/06/2021,1595,1,7561,8371
E12000004,East Midlands,region,29/06/2021,1616,0,7966,6398
E12000004,East Midlands,region,28/06/2021,1588,1,7877,6815
E12000004,East Midlands,region,27/06/2021,1035,1,12811,8907
E12000004,East Midlands,region,26/06/2021,918,1,19861,13983
E12000004,East Midlands,region,25/06/2021,953,0,13975,8894
E12000004,East Midlands,region,24/06/2021,868,1,13694,9716
E12000004,East Midlands,region,23/06/2021,894,0,13064,9148
E12000004,East Midlands,region,22/06/2021,848,1,13044,8595
E12000004,East Midlands,region,21/06/2021,774,0,10615,5540
E12000004,East Midlands,region,20/06/2021,489,1,13147,5694
E12000004,East Midlands,region,19/06/2021,433,1,22898,16052
E12000004,East Midlands,region,18/06/2021,568,0,14096,11666
E12000004,East Midlands,region,17/06/2021,523,0,15205,12954
E12000004,East Midlands,region,16/06/2021,558,2,13565,13320
E12000004,East Midlands,region,15/06/2021,558,1,12593,11224
E12000004,East Midlands,region,14/06/2021,499,3,11549,12365
E12000004,East Midlands,region,13/06/2021,334,0,15423,17632
E12000004,East Midlands,region,12/06/2021,328,1,18760,32680
E12000004,East Midlands,region,11/06/2021,361,1,12635,22615
E12000004,East Midlands,region,10/06/2021,348,0,10992,23762
E12000004,East Midlands,region,09/06/2021,406,0,13333,24100
E12000004,East Midlands,region,08/06/2021,382,1,10051,23299
E12000004,East Midlands,region,07/06/2021,428,0,6430,24694
E12000004,East Midlands,region,06/06/2021,286,0,8599,31858
E12000004,East Midlands,region,05/06/2021,221,1,12970,51061
E12000004,East Midlands,region,04/06/2021,267,3,8925,33835
E12000004,East Midlands,region,03/06/2021,273,2,9042,33926
E12000004,East Midlands,region,02/06/2021,276,1,8065,32145
E12000004,East Midlands,region,01/06/2021,259,0,7004,26436
E12000004,East Midlands,region,31/05/2021,178,1,5743,16405
E12000004,East Midlands,region,30/05/2021,161,0,10428,21715
E12000004,East Midlands,region,29/05/2021,148,1,11358,36947
E12000004,East Midlands,region,28/05/2021,192,0,13386,35761
E12000004,East Midlands,region,27/05/2021,195,2,21396,32056
E12000004,East Midlands,region,26/05/2021,202,0,21909,30565
E12000004,East Midlands,region,25/05/2021,176,1,16435,28442
E12000004,East Midlands,region,24/05/2021,206,0,9296,23031
E12000004,East Midlands,region,23/05/2021,147,2,10375,21189
E12000004,East Midlands,region,22/05/2021,124,1,14669,42730
E12000004,East Midlands,region,21/05/2021,132,2,13125,30719
E12000004,East Midlands,region,20/05/2021,179,2,19625,32479
E12000004,East Midlands,region,19/05/2021,186,0,18828,24005
E12000004,East Midlands,region,18/05/2021,138,2,13632,26348
E12000004,East Midlands,region,17/05/2021,167,1,3703,18515
E12000004,East Midlands,region,16/05/2021,148,0,8479,20970
E12000004,East Midlands,region,15/05/2021,110,1,15102,33518
E12000004,East Midlands,region,14/05/2021,141,0,11167,33464
E12000004,East Midlands,region,13/05/2021,157,1,10861,36868
E12000004,East Midlands,region,12/05/2021,149,0,9623,38585
E12000004,East Midlands,region,11/05/2021,151,2,6920,32486
E12000004,East Midlands,region,10/05/2021,242,1,4672,20374
E12000004,East Midlands,region,09/05/2021,216,0,5045,20146
E12000004,East Midlands,region,08/05/2021,132,0,8707,38266
E12000004,East Midlands,region,07/05/2021,184,0,8282,36073
E12000004,East Midlands,region,06/05/2021,260,0,7315,38504
E12000004,East Midlands,region,05/05/2021,257,0,7710,29813
E12000004,East Midlands,region,04/05/2021,229,0,5233,21164
E12000004,East Midlands,region,03/05/2021,189,3,5147,14173
E12000004,East Midlands,region,02/05/2021,161,0,5140,19551
E12000004,East Midlands,region,01/05/2021,107,0,7626,29530
E12000004,East Midlands,region,30/04/2021,110,1,6188,30813
E12000004,East Midlands,region,29/04/2021,176,0,8525,37038
E12000004,East Midlands,region,28/04/2021,189,2,4990,32027
E12000004,East Midlands,region,27/04/2021,165,0,6128,27398
E12000004,East Midlands,region,26/04/2021,185,0,2406,23672
E12000004,East Midlands,region,25/04/2021,160,2,3273,25369
E12000004,East Midlands,region,24/04/2021,117,0,10236,40702
E12000004,East Midlands,region,23/04/2021,145,6,7401,36476
E12000004,East Midlands,region,22/04/2021,175,2,6430,34181
E12000004,East Midlands,region,21/04/2021,206,1,5276,33217
E12000004,East Midlands,region,20/04/2021,207,0,4412,27286
E12000004,East Midlands,region,19/04/2021,205,0,5459,18053
E12000004,East Midlands,region,18/04/2021,221,5,8463,19865
E12000004,East Midlands,region,17/04/2021,124,0,10743,34771
E12000004,East Midlands,region,16/04/2021,182,2,9049,35402
E12000004,East Midlands,region,15/04/2021,200,3,8210,32428
E12000004,East Midlands,region,14/04/2021,223,1,5099,24900
E12000004,East Midlands,region,13/04/2021,223,1,2657,20239
E12000004,East Midlands,region,12/04/2021,244,2,2360,13709
E12000004,East Midlands,region,11/04/2021,210,2,4027,16220
E12000004,East Midlands,region,10/04/2021,198,1,9260,32563
E12000004,East Midlands,region,09/04/2021,267,4,6222,34339
E12000004,East Midlands,region,08/04/2021,313,4,4341,33023
E12000004,East Midlands,region,07/04/2021,299,5,6107,27586
E12000004,East Midlands,region,06/04/2021,336,5,4786,11948
E12000004,East Midlands,region,05/04/2021,244,1,1946,5756
E12000004,East Midlands,region,04/04/2021,223,4,4525,5453
E12000004,East Midlands,region,03/04/2021,270,1,11337,12129
E12000004,East Midlands,region,02/04/2021,276,4,7830,19379
E12000004,East Midlands,region,01/04/2021,352,1,14647,25866
E12000004,East Midlands,region,31/03/2021,384,1,17648,22167
E12000004,East Midlands,region,30/03/2021,351,5,18912,15591
E12000004,East Midlands,region,29/03/2021,394,6,17282,9292
E12000004,East Midlands,region,28/03/2021,471,2,25078,8252
E12000004,East Midlands,region,27/03/2021,381,4,47307,15797
E12000004,East Midlands,region,26/03/2021,424,12,31543,15883
E12000004,East Midlands,region,25/03/2021,540,8,24284,17005
E12000004,East Midlands,region,24/03/2021,621,3,22461,15364
E12000004,East Midlands,region,23/03/2021,565,9,22711,6996
E12000004,East Midlands,region,22/03/2021,564,12,26275,4132
E12000004,East Midlands,region,21/03/2021,481,11,33292,1383
E12000004,East Midlands,region,20/03/2021,421,8,61342,4427
E12000004,East Midlands,region,19/03/2021,494,4,43643,5175
E12000004,East Midlands,region,18/03/2021,596,9,39880,6370
E12000004,East Midlands,region,17/03/2021,592,8,40485,7433
E12000004,East Midlands,region,16/03/2021,613,6,39482,3869
E12000004,East Midlands,region,15/03/2021,620,11,28416,1953
E12000004,East Midlands,region,14/03/2021,392,10,23211,895
E12000004,East Midlands,region,13/03/2021,401,23,40561,2578
E12000004,East Midlands,region,12/03/2021,539,14,28944,4917
E12000004,East Midlands,region,11/03/2021,579,13,11842,3466
E12000004,East Midlands,region,10/03/2021,595,15,17590,3278
E12000004,East Midlands,region,09/03/2021,630,18,14826,2770
E12000004,East Midlands,region,08/03/2021,699,16,13316,2784
E12000004,East Midlands,region,07/03/2021,462,15,11829,1642
E12000004,East Midlands,region,06/03/2021,452,17,33627,968
E12000004,East Midlands,region,05/03/2021,633,16,29367,2063
E12000004,East Midlands,region,04/03/2021,612,21,26208,3646
E12000004,East Midlands,region,03/03/2021,644,19,20393,3792
E12000004,East Midlands,region,02/03/2021,702,14,14944,2360
E12000004,East Midlands,region,01/03/2021,795,17,16482,1271
E12000004,East Midlands,region,28/02/2021,501,28,18625,1332
E12000004,East Midlands,region,27/02/2021,539,28,37491,2055
E12000004,East Midlands,region,26/02/2021,702,18,44069,2074
E12000004,East Midlands,region,25/02/2021,838,20,40084,1755
E12000004,East Midlands,region,24/02/2021,1015,31,34341,1362
E12000004,East Midlands,region,23/02/2021,1198,27,26047,815
E12000004,East Midlands,region,22/02/2021,1415,19,17171,714
E12000004,East Midlands,region,21/02/2021,905,26,15765,557
E12000004,East Midlands,region,20/02/2021,825,37,29761,497
E12000004,East Midlands,region,19/02/2021,1155,24,30584,483
E12000004,East Midlands,region,18/02/2021,1250,38,35505,573
E12000004,East Midlands,region,17/02/2021,1339,39,34963,579
E12000004,East Midlands,region,16/02/2021,1342,56,27220,215
E12000004,East Midlands,region,15/02/2021,1746,59,21295,75
E12000004,East Midlands,region,14/02/2021,937,45,19631,61
E12000004,East Midlands,region,13/02/2021,944,38,36261,83
E12000004,East Midlands,region,12/02/2021,1326,50,33926,256
E12000004,East Midlands,region,11/02/2021,1403,51,34259,164
E12000004,East Midlands,region,10/02/2021,1337,44,29656,179
E12000004,East Midlands,region,09/02/2021,1414,71,28926,104
E12000004,East Midlands,region,08/02/2021,1709,58,22563,59
E12000004,East Midlands,region,07/02/2021,1137,58,23395,29
E12000004,East Midlands,region,06/02/2021,1163,55,36661,30
E12000004,East Midlands,region,05/02/2021,1489,64,38751,165
E12000004,East Midlands,region,04/02/2021,1727,56,35724,124
E12000004,East Midlands,region,03/02/2021,1814,71,34878,86
E12000004,East Midlands,region,02/02/2021,1897,80,29961,113
E12000004,East Midlands,region,01/02/2021,2124,80,23379,55
E12000004,East Midlands,region,31/01/2021,1412,74,28227,135
E12000004,East Midlands,region,30/01/2021,1514,73,41726,60
E12000004,East Midlands,region,29/01/2021,1922,95,37533,112
E12000004,East Midlands,region,28/01/2021,2244,75,33569,59
E12000004,East Midlands,region,27/01/2021,2297,94,17092,36
E12000004,East Midlands,region,26/01/2021,2371,84,16222,16
E12000004,East Midlands,region,25/01/2021,2123,76,13895,18
E12000004,East Midlands,region,24/01/2021,1253,86,18529,22
E12000004,East Midlands,region,23/01/2021,1795,77,31080,26
E12000004,East Midlands,region,22/01/2021,2367,77,38847,23
E12000004,East Midlands,region,21/01/2021,2658,81,25660,45
E12000004,East Midlands,region,20/01/2021,2768,101,24820,54
E12000004,East Midlands,region,19/01/2021,3281,89,21684,93
E12000004,East Midlands,region,18/01/2021,3332,88,13695,34
E12000004,East Midlands,region,17/01/2021,2147,90,15982,46
E12000004,East Midlands,region,16/01/2021,2114,98,19396,54
E12000004,East Midlands,region,15/01/2021,2800,92,23676,205
E12000004,East Midlands,region,14/01/2021,2866,86,19480,56
E12000004,East Midlands,region,13/01/2021,2892,102,18702,141
E12000004,East Midlands,region,12/01/2021,3331,77,13893,849
E12000004,East Midlands,region,11/01/2021,3634,83,9837,1140
E12000004,East Midlands,region,10/01/2021,2224,55,10176,1587
E12000004,East Midlands,region,09/01/2021,2389,83,17533,1706
E12000004,East Midlands,region,08/01/2021,2873,62,17313,3055
E12000004,East Midlands,region,07/01/2021,3035,50,16153,2957
E12000004,East Midlands,region,06/01/2021,3284,57,5794,3654
E12000004,East Midlands,region,05/01/2021,3594,64,3224,2510
E12000004,East Midlands,region,04/01/2021,4391,56,1821,1485
E12000004,East Midlands,region,03/01/2021,3065,44,1462,476
E12000004,East Midlands,region,02/01/2021,3489,55,2268,470
E12000004,East Midlands,region,01/01/2021,1695,45,1278,3
E12000004,East Midlands,region,31/12/2020,3017,53,5850,458
E12000004,East Midlands,region,30/12/2020,3673,55,7774,553
E12000004,East Midlands,region,29/12/2020,4052,47,2978,305
E12000004,East Midlands,region,28/12/2020,2540,31,1263,2
E12000004,East Midlands,region,27/12/2020,2443,48,626,0
E12000004,East Midlands,region,26/12/2020,1894,48,21,0
E12000004,East Midlands,region,25/12/2020,709,45,3,0
E12000004,East Midlands,region,24/12/2020,1454,34,1712,0
E12000004,East Midlands,region,23/12/2020,2043,42,5520,4
E12000004,East Midlands,region,22/12/2020,2106,47,6213,11
E12000004,East Midlands,region,21/12/2020,2423,57,5447,15
E12000004,East Midlands,region,20/12/2020,1710,48,5129,0
E12000004,East Midlands,region,19/12/2020,1363,37,4642,3
E12000004,East Midlands,region,18/12/2020,1721,59,4740,18
E12000004,East Midlands,region,17/12/2020,1704,51,4956,5
E12000004,East Midlands,region,16/12/2020,1705,42,4905,11
E12000004,East Midlands,region,15/12/2020,1766,44,3586,18
E12000004,East Midlands,region,14/12/2020,2065,58,1769,16
E12000004,East Midlands,region,13/12/2020,1058,43,1284,0
E12000004,East Midlands,region,12/12/2020,1035,53,1277,0
E12000004,East Midlands,region,11/12/2020,1444,48,1392,14
E12000004,East Midlands,region,10/12/2020,1451,41,1561,8
E12000004,East Midlands,region,09/12/2020,1410,44,1519,11
E12000004,East Midlands,region,08/12/2020,1420,32,759,8
E12000004,East Midlands,region,07/12/2020,1592,50,,
E12000004,East Midlands,region,06/12/2020,964,48,,
E12000004,East Midlands,region,05/12/2020,869,44,,
E12000004,East Midlands,region,04/12/2020,1094,50,,
E12000004,East Midlands,region,03/12/2020,1258,52,,
E12000004,East Midlands,region,02/12/2020,1272,49,,
E12000004,East Midlands,region,01/12/2020,1278,58,,
